1625747529471- 结果：0.768144(D).jpg-0.79.jpg
1625752283158- 结果：0.929488(T).jpg-0.77.jpg
1625752283213- 结果：0.95463(T).jpg-0.77.jpg
1625752283267- 结果：0.945092(T).jpg-0.77.jpg
1625752283321- 结果：0.945092(T).jpg-0.68.jpg
1625752296610- 结果：0.594822(D).jpg-0.5.jpg
1625752296665- 结果：0.865986(T).jpg-0.5.jpg
1625752296720- 结果：0.594114(T).jpg-0.5.jpg
1625752296774- 结果：0.594114(T).jpg-0.53.jpg
1625752296828- 结果：0.612598(T).jpg-0.55.jpg
1625752310347- 结果：0.08679(D).jpg-0.41.jpg
1625752310400- 结果：0.408694(T).jpg-0.41.jpg
1625752310452- 结果：0.408694(T).jpg-0.4.jpg
1625752310508- 结果：0.524852(T).jpg-0.5.jpg
1625753498998- 结果：0.956689(T).jpg-0.98.jpg
1625753499234- 结果：0.956689(D).jpg-0.99.jpg
1625753499290- 结果：0.968791(T).jpg-0.98.jpg
1625753499344- 结果：0.972335(T).jpg-0.96.jpg
1625753499404- 结果：0.965792(T).jpg-0.96.jpg
1625753499457- 结果：0.961071(T).jpg-0.99.jpg
1625753500329- 结果：0.971751(D).jpg-0.99.jpg
1625753500385- 结果：0.955109(T).jpg-0.99.jpg
1625753500439- 结果：0.968525(T).jpg-0.97.jpg
1625753500493- 结果：0.968525(T).jpg-0.99.jpg
1625753500925- 结果：0.972608(D).jpg-0.05.jpg
1625753509887- 结果：0.453985(T).jpg-0.01.jpg
1625753509942- 结果：0.323524(D).jpg-0.02.jpg
1625753509993- 结果：0.535637(T).jpg-0.02.jpg
1625753510045- 结果：0.479234(T).jpg-0.01.jpg
1625753510096- 结果：0.479234(T).jpg-0.02.jpg
1625753510148- 结果：0.342226(T).jpg-0.03.jpg
1625753512154- 结果：0.617417(D).jpg-0.05.jpg
1625753512211- 结果：0.545476(T).jpg-0.15.jpg
1625753512266- 结果：0.498511(T).jpg-0.15.jpg
1625753512320- 结果：0.594059(T).jpg-0.11.jpg
1625753512373- 结果：0.526175(T).jpg-0.18.jpg
1625753512698- 结果：0.492507(D).jpg-0.06.jpg
1625753570976- 结果：0.759649(T).jpg-0.11.jpg
1625753617554- 结果：0.459109(T).jpg-0.01.jpg
1625753663690- 结果：0.944197(T).jpg-0.93.jpg
1625753710142- 结果：0.929938(T).jpg-0.51.jpg
1625753729534- 结果：0.077375(T).jpg-0.07.jpg
1625753772371- 结果：0.003962(T).jpg-0.0.jpg
1625753805968- 结果：0.262666(T).jpg-0.0.jpg
1625753818620- 结果：0.549401(T).jpg-0.9.jpg
1625753866306- 结果：0.982019(T).jpg-0.96.jpg
1625753885827- 结果：0.592849(T).jpg-0.59.jpg
1625753944256- 结果：0.038591(D).jpg-0.11.jpg
1625754008437- 结果：0.17866(D).jpg-0.06.jpg
1625754057374- 结果：0.393143(T).jpg-0.33.jpg
1625753586368- 结果：0.989732(D).jpg-0.99.jpg
1625753586431- 结果：0.988055(T).jpg-0.99.jpg
1625753586484- 结果：0.989819(T).jpg-0.99.jpg
1625753586537- 结果：0.989819(T).jpg-0.98.jpg
1625753586589- 结果：0.975437(T).jpg-0.96.jpg
1625753601304- 结果：0.933749(D).jpg-1.0.jpg
1625753601370- 结果：0.999444(T).jpg-1.0.jpg
1625753601423- 结果：0.999775(T).jpg-1.0.jpg
1625753601477- 结果：0.999764(T).jpg-1.0.jpg
1625753601530- 结果：0.999764(T).jpg-1.0.jpg
1625753617336- 结果：0.612196(D).jpg-0.01.jpg
1625753617390- 结果：0.604698(T).jpg-0.01.jpg
1625753617442- 结果：0.576582(T).jpg-0.01.jpg
1625753617500- 结果：0.618304(T).jpg-0.01.jpg
1625753866359- 结果：0.968534(T).jpg-0.95.jpg
1625753866412- 结果：0.965108(T).jpg-0.99.jpg
1625753881493- 结果：0.905241(D).jpg-0.82.jpg
1625753881545- 结果：0.816778(T).jpg-0.91.jpg
1625753881595- 结果：0.940567(T).jpg-0.91.jpg
1625753881643- 结果：0.868428(T).jpg-0.82.jpg
1625753881693- 结果：0.868428(T).jpg-0.88.jpg
1625753882156- 结果：0.936111(D).jpg-0.53.jpg
1625753882425- 结果：0.921851(D).jpg-0.27.jpg
1625753882476- 结果：0.649629(T).jpg-0.46.jpg
1625753882759- 结果：0.824684(D).jpg-0.24.jpg
1625753883041- 结果：0.535863(D).jpg-0.25.jpg
1625753883316- 结果：0.57261(D).jpg-0.17.jpg
1625753883570- 结果：0.536886(D).jpg-0.38.jpg
1625753883629- 结果：0.584036(T).jpg-0.41.jpg
1625753884021- 结果：0.683354(D).jpg-0.58.jpg
1625753885494- 结果：0.565193(D).jpg-0.54.jpg
1625753885760- 结果：0.604436(D).jpg-0.57.jpg
1625755213555- 结果：0.940669(D).jpg-0.96.jpg
1625755213619- 结果：0.937087(T).jpg-0.92.jpg
1625755213674- 结果：0.868777(T).jpg-0.92.jpg
1625755213729- 结果：0.965304(T).jpg-0.95.jpg
1625755213783- 结果：0.965304(T).jpg-0.93.jpg
1625755223959- 结果：0.611174(D).jpg-0.97.jpg
1625755224018- 结果：0.980829(T).jpg-0.96.jpg
1625755224073- 结果：0.992142(T).jpg-0.96.jpg
1625755224124- 结果：0.992269(T).jpg-0.98.jpg
1625755224175- 结果：0.992269(T).jpg-0.96.jpg
1625755240718- 结果：0.865924(D).jpg-0.97.jpg
1625755240773- 结果：0.974257(T).jpg-0.95.jpg
1625755240827- 结果：0.978356(T).jpg-0.92.jpg
1625755240880- 结果：0.971073(T).jpg-0.95.jpg
1625755240932- 结果：0.964551(T).jpg-0.95.jpg
1625755257290- 结果：0.789891(D).jpg-0.75.jpg
1625755257346- 结果：0.674855(T).jpg-0.21.jpg
1625755257399- 结果：0.485865(T).jpg-0.21.jpg
1625755257451- 结果：0.520319(T).jpg-0.23.jpg
1625755257502- 结果：0.405806(T).jpg-0.21.jpg
1625755291089- 结果：0.961394(D).jpg-0.56.jpg
1625755291142- 结果：0.320519(T).jpg-0.57.jpg
1625755291192- 结果：0.590993(T).jpg-0.5.jpg
1625755291252- 结果：0.925251(T).jpg-0.5.jpg
1625755291305- 结果：0.944925(T).jpg-0.52.jpg
1625755308953- 结果：0.121324(D).jpg-0.04.jpg
1625755533078- 结果：0.090258(T).jpg-0.36.jpg
1625755533134- 结果：0.090258(T).jpg-0.28.jpg
1625755549120- 结果：0.01147(D).jpg-0.09.jpg
1625755549187- 结果：1.730000000E-4(T).jpg-0.17.jpg
1625755549243- 结果：1.350000000E-4(T).jpg-0.2.jpg
1625755549297- 结果：3.50000000E-4(T).jpg-0.14.jpg
1625755549350- 结果：3.130000000E-4(T).jpg-0.14.jpg
1625755566147- 结果：0.987625(T).jpg-0.98.jpg
1625755566203- 结果：0.985589(T).jpg-0.99.jpg
1625755567559- 结果：0.332806(D).jpg-0.73.jpg
1625755568107- 结果：0.632586(D).jpg-0.73.jpg
1625755568166- 结果：0.559165(T).jpg-0.69.jpg
1625755568220- 结果：0.519638(T).jpg-0.77.jpg
1625755568472- 结果：0.519638(D).jpg-0.73.jpg
1625755568529- 结果：0.460138(T).jpg-0.74.jpg
1625753729587- 结果：0.119507(T).jpg-0.07.jpg
1625753730907- 结果：0.069712(D).jpg-0.16.jpg
1625753730961- 结果：0.049769(T).jpg-0.1.jpg
1625753731015- 结果：0.049769(T).jpg-0.08.jpg
1625753731069- 结果：0.053616(T).jpg-0.13.jpg
1625753731122- 结果：0.064146(T).jpg-0.13.jpg
1625753732074- 结果：0.082251(D).jpg-0.05.jpg
1625753740473- 结果：0.993774(D).jpg-0.97.jpg
1625753740527- 结果：0.976826(T).jpg-0.99.jpg
1625753740580- 结果：0.991071(T).jpg-0.99.jpg
1625753740632- 结果：0.98212(T).jpg-0.99.jpg
1625753740683- 结果：0.98212(T).jpg-0.97.jpg
1625753757188- 结果：0.741084(D).jpg-0.89.jpg
1625753757246- 结果：0.57271(T).jpg-0.87.jpg
1625753757300- 结果：0.590127(T).jpg-0.85.jpg
1625753757353- 结果：0.590127(T).jpg-0.89.jpg
1625753757408- 结果：0.677472(T).jpg-0.86.jpg
1625753772259- 结果：0.002847(D).jpg-0.0.jpg
1625753772319- 结果：0.006355(T).jpg-0.0.jpg
1625754494051- 结果：0.302884(T).jpg-0.52.jpg
1625754494102- 结果：0.43442(T).jpg-0.47.jpg
1625754494154- 结果：0.43442(T).jpg-0.56.jpg
1625754494206- 结果：0.282151(T).jpg-0.6.jpg
1625754495047- 结果：0.349186(D).jpg-0.53.jpg
1625754495111- 结果：0.309148(T).jpg-0.56.jpg
1625754495163- 结果：0.309148(T).jpg-0.67.jpg
1625754495217- 结果：0.330102(T).jpg-0.49.jpg
1625754495271- 结果：0.325728(T).jpg-0.51.jpg
1625754496675- 结果：0.285254(D).jpg-0.5.jpg
1625754496734- 结果：0.280331(T).jpg-0.58.jpg
1625754496789- 结果：0.282958(T).jpg-0.58.jpg
1625754496841- 结果：0.289009(T).jpg-0.53.jpg
1625754496893- 结果：0.289009(T).jpg-0.53.jpg
1625754506822- 结果：0.97769(D).jpg-0.5.jpg
1625754506893- 结果：0.971202(T).jpg-0.59.jpg
1625754506948- 结果：0.969629(T).jpg-0.49.jpg
1625754507003- 结果：0.955061(T).jpg-0.56.jpg
1625754507057- 结果：0.95545(T).jpg-0.51.jpg
1625757490177- 结果：0.913182(T).jpg-0.34.jpg
1625757490461- 结果：0.383271(D).jpg-0.47.jpg
1625757490523- 结果：0.187382(T).jpg-0.45.jpg
1625757490575- 结果：0.212407(T).jpg-0.4.jpg
1625757490627- 结果：0.24282(T).jpg-0.41.jpg
1625757490680- 结果：0.221655(T).jpg-0.41.jpg
1625757507163- 结果：0.866769(D).jpg-0.55.jpg
1625757507215- 结果：0.724246(T).jpg-0.55.jpg
1625757507264- 结果：0.895588(T).jpg-0.78.jpg
1625757507314- 结果：0.895588(T).jpg-0.81.jpg
1625757507365- 结果：0.934816(T).jpg-0.89.jpg
1625757509809- 结果：0.486144(D).jpg-0.78.jpg
1625757509865- 结果：0.509281(T).jpg-0.79.jpg
1625757510119- 结果：0.509281(D).jpg-0.74.jpg
1625757510179- 结果：0.448716(T).jpg-0.81.jpg
1625757510443- 结果：0.46933(D).jpg-0.8.jpg
1625757510498- 结果：0.454318(T).jpg-0.81.jpg
1625757510552- 结果：0.521535(T).jpg-0.81.jpg
1625757510842- 结果：0.471134(D).jpg-0.77.jpg
1625757510897- 结果：0.500982(T).jpg-0.77.jpg
1625757511182- 结果：0.487364(D).jpg-0.74.jpg
1625757511245- 结果：0.499038(T).jpg-0.77.jpg
1625756944403- 结果：0.96276(T).jpg-0.9.jpg
1625756962214- 结果：0.850039(D).jpg-0.28.jpg
1625756962699- 结果：0.886617(T).jpg-0.06.jpg
1625756962762- 结果：0.839668(T).jpg-0.09.jpg
1625756962892- 结果：0.897741(T).jpg-0.13.jpg
1625756962979- 结果：0.804257(T).jpg-0.09.jpg
1625756980872- 结果：0.432425(D).jpg-0.61.jpg
1625756980924- 结果：0.415205(T).jpg-0.66.jpg
1625756980974- 结果：0.415205(T).jpg-0.88.jpg
1625756981026- 结果：0.658927(T).jpg-0.82.jpg
1625756981077- 结果：0.743566(T).jpg-0.85.jpg
1625756999264- 结果：0.948122(D).jpg-0.56.jpg
1625756999320- 结果：0.989485(T).jpg-0.27.jpg
1625756999372- 结果：0.992373(T).jpg-0.36.jpg
1625756999427- 结果：0.992373(T).jpg-0.46.jpg
1625756999480- 结果：0.997306(T).jpg-0.5.jpg
1625757017907- 结果：0.260705(D).jpg-0.1.jpg
1625757017960- 结果：0.049902(T).jpg-0.49.jpg
1625757018010- 结果：0.049902(T).jpg-0.47.jpg
1625757018061- 结果：0.044141(T).jpg-0.47.jpg
1625757018112- 结果：0.295317(T).jpg-0.53.jpg
1625757526700- 结果：0.19575(T).jpg-0.01.jpg
1625757526754- 结果：0.106645(T).jpg-0.01.jpg
1625757526809- 结果：0.197284(T).jpg-0.01.jpg
1625757545426- 结果：0.910639(D).jpg-0.94.jpg
1625757545483- 结果：0.960197(T).jpg-0.95.jpg
1625757545536- 结果：0.985697(T).jpg-0.95.jpg
1625757545591- 结果：0.989731(T).jpg-0.96.jpg
1625757545645- 结果：0.989731(T).jpg-0.97.jpg
1625757546049- 结果：0.970427(D).jpg-0.97.jpg
1625757546106- 结果：0.996381(T).jpg-0.99.jpg
1625757546379- 结果：0.992125(D).jpg-0.99.jpg
1625757546441- 结果：0.993719(T).jpg-0.99.jpg
1625757546499- 结果：0.996634(T).jpg-1.0.jpg
1625757546555- 结果：0.995463(T).jpg-0.99.jpg
1625757546841- 结果：0.996868(D).jpg-0.98.jpg
1625757547393- 结果：0.993795(T).jpg-1.0.jpg
1625757547452- 结果：0.997413(D).jpg-0.99.jpg
1625757548133- 结果：0.993964(D).jpg-0.98.jpg
1625757548522- 结果：0.993387(D).jpg-0.98.jpg
1625757548751- 结果：0.996294(D).jpg-0.97.jpg
1625758125962- 结果：0.892747(T).jpg-0.95.jpg
1625758126016- 结果：0.936182(T).jpg-0.99.jpg
1625758127719- 结果：0.924645(D).jpg-1.0.jpg
1625758127782- 结果：0.965589(T).jpg-0.99.jpg
1625758127837- 结果：0.963742(T).jpg-0.99.jpg
1625758127894- 结果：0.97166(T).jpg-0.99.jpg
1625758127949- 结果：0.959797(T).jpg-0.99.jpg
1625758129326- 结果：0.962983(D).jpg-0.99.jpg
1625758129391- 结果：0.956507(T).jpg-0.99.jpg
1625758129445- 结果：0.952475(T).jpg-0.99.jpg
1625758129503- 结果：0.952475(T).jpg-0.99.jpg
1625758129557- 结果：0.941435(T).jpg-1.0.jpg
1625758132063- 结果：0.942037(D).jpg-0.99.jpg
1625758132134- 结果：0.920626(T).jpg-1.0.jpg
1625758132190- 结果：0.955371(T).jpg-0.98.jpg
1625758132247- 结果：0.939182(T).jpg-0.97.jpg
1625758132301- 结果：0.939182(T).jpg-0.98.jpg
1625757316732- 结果：0.051875(T).jpg-0.06.jpg
1625757316785- 结果：0.051875(T).jpg-0.04.jpg
1625757316834- 结果：0.0298(T).jpg-0.27.jpg
1625757335425- 结果：0.021731(D).jpg-0.49.jpg
1625757336063- 结果：0.004099(D).jpg-0.02.jpg
1625757336123- 结果：0.00897(T).jpg-0.01.jpg
1625757336177- 结果：0.00897(T).jpg-0.01.jpg
1625757336232- 结果：0.005845(T).jpg-0.0.jpg
1625757336286- 结果：0.003543(T).jpg-0.0.jpg
1625757354845- 结果：0.668414(D).jpg-0.96.jpg
1625757354899- 结果：0.938139(T).jpg-0.99.jpg
1625757354950- 结果：0.959805(T).jpg-0.99.jpg
1625757355002- 结果：0.982601(T).jpg-0.99.jpg
1625757355055- 结果：0.930009(T).jpg-0.96.jpg
1625757356435- 结果：0.878769(D).jpg-0.96.jpg
1625757356497- 结果：0.971881(T).jpg-0.98.jpg
1625757356555- 结果：0.979164(T).jpg-0.99.jpg
1625757356610- 结果：0.939499(T).jpg-0.99.jpg
1625757356664- 结果：0.987813(T).jpg-0.99.jpg
1625757878878- 结果：0.700199(T).jpg-0.01.jpg
1625757878933- 结果：0.700199(T).jpg-0.02.jpg
1625757878994- 结果：0.831159(T).jpg-0.0.jpg
1625757879051- 结果：0.816751(T).jpg-0.01.jpg
1625757890309- 结果：0.52782(D).jpg-0.85.jpg
1625757890365- 结果：0.900491(T).jpg-0.93.jpg
1625757890416- 结果：0.969722(T).jpg-0.93.jpg
1625757890468- 结果：0.977858(T).jpg-0.93.jpg
1625757890521- 结果：0.977858(T).jpg-0.94.jpg
1625757909665- 结果：0.989848(D).jpg-0.47.jpg
1625757909722- 结果：0.993362(T).jpg-0.69.jpg
1625757909775- 结果：0.993362(T).jpg-0.56.jpg
1625757909831- 结果：0.993993(T).jpg-0.42.jpg
1625757909884- 结果：0.98869(T).jpg-0.42.jpg
1625757928492- 结果：0.55126(D).jpg-0.51.jpg
1625757928557- 结果：0.554997(T).jpg-0.55.jpg
1625757928608- 结果：0.549889(T).jpg-0.55.jpg
1625757928658- 结果：0.614935(T).jpg-0.68.jpg
1625757928711- 结果：0.614935(T).jpg-0.81.jpg
1625757948266- 结果：0.426758(D).jpg-0.01.jpg
1625757948322- 结果：0.385636(T).jpg-0.01.jpg
1625757948378- 结果：0.385636(T).jpg-0.01.jpg
1625758320129- 结果：0.98778(T).jpg-0.82.jpg
1625758340080- 结果：0.110852(D).jpg-0.05.jpg
1625758340139- 结果：0.080219(T).jpg-0.08.jpg
1625758340194- 结果：0.076016(T).jpg-0.05.jpg
1625758340248- 结果：0.076016(T).jpg-0.04.jpg
1625758340301- 结果：0.028134(T).jpg-0.05.jpg
1625758359153- 结果：0.830663(D).jpg-0.98.jpg
1625758361275- 结果：0.985286(D).jpg-0.87.jpg
1625758361336- 结果：0.978985(T).jpg-0.97.jpg
1625758378396- 结果：0.783054(D).jpg-0.54.jpg
1625758378444- 结果：0.28375(T).jpg-0.54.jpg
1625758378491- 结果：0.458483(T).jpg-0.64.jpg
1625758378540- 结果：0.458483(T).jpg-0.6.jpg
1625758378591- 结果：0.441559(T).jpg-0.6.jpg
1625758397955- 结果：0.601927(D).jpg-0.95.jpg
1625758398011- 结果：0.981894(T).jpg-0.95.jpg
1625754687017- 结果：0.174642(T).jpg-0.26.jpg
1625754687075- 结果：0.197122(T).jpg-0.38.jpg
1625754687363- 结果：0.142596(D).jpg-0.17.jpg
1625754687418- 结果：0.043577(T).jpg-0.14.jpg
1625754687471- 结果：0.030119(T).jpg-0.2.jpg
1625754687524- 结果：0.027231(T).jpg-0.2.jpg
1625754687577- 结果：0.032375(T).jpg-0.12.jpg
1625754703751- 结果：0.595409(D).jpg-0.01.jpg
1625754703806- 结果：0.686801(T).jpg-0.11.jpg
1625754703860- 结果：0.754395(T).jpg-0.03.jpg
1625754703918- 结果：0.709181(T).jpg-0.03.jpg
1625754703971- 结果：0.677269(T).jpg-0.04.jpg
1625754719915- 结果：0.633329(D).jpg-0.89.jpg
1625754719974- 结果：0.812476(T).jpg-0.83.jpg
1625754720028- 结果：0.827731(T).jpg-0.81.jpg
1625754720080- 结果：0.88379(T).jpg-0.95.jpg
1625756747845- 结果：0.94392(D).jpg-0.76.jpg
1625756747900- 结果：0.884489(T).jpg-0.74.jpg
1625756747957- 结果：0.835203(T).jpg-0.82.jpg
1625756748016- 结果：0.961373(T).jpg-0.82.jpg
1625756748071- 结果：0.969615(T).jpg-0.9.jpg
1625756748594- 结果：0.966555(D).jpg-0.87.jpg
1625756748654- 结果：0.952713(T).jpg-0.89.jpg
1625756748709- 结果：0.955235(T).jpg-0.92.jpg
1625756748766- 结果：0.966763(T).jpg-0.77.jpg
1625756748821- 结果：0.842731(T).jpg-0.77.jpg
1625756778080- 结果：0.003245(D).jpg-0.03.jpg
1625756778137- 结果：3.670000000E-4(T).jpg-0.06.jpg
1625756778189- 结果：5.00000000E-4(T).jpg-0.06.jpg
1625756778242- 结果：6.280000000E-4(T).jpg-0.09.jpg
1625756778297- 结果：6.280000000E-4(T).jpg-0.12.jpg
1625756796180- 结果：0.971639(D).jpg-1.0.jpg
1625756814758- 结果：0.621419(D).jpg-0.6.jpg
1625756815015- 结果：0.069588(D).jpg-0.06.jpg
1625756815077- 结果：0.15235(T).jpg-0.03.jpg
1625756815137- 结果：0.089174(T).jpg-0.03.jpg
1625756815192- 结果：0.132725(T).jpg-0.03.jpg
1625756815246- 结果：0.093409(T).jpg-0.01.jpg
1625756832240- 结果：0.738189(D).jpg-0.78.jpg
1625757971446- 结果：0.282508(T).jpg-0.49.jpg
1625757971500- 结果：0.282508(T).jpg-0.56.jpg
1625757971556- 结果：0.193322(T).jpg-0.58.jpg
1625757971956- 结果：0.179861(D).jpg-0.56.jpg
1625757972018- 结果：0.207376(T).jpg-0.59.jpg
1625757972072- 结果：0.307383(T).jpg-0.38.jpg
1625757972128- 结果：0.305714(T).jpg-0.38.jpg
1625757972182- 结果：0.25639(T).jpg-0.51.jpg
1625757973258- 结果：0.218854(D).jpg-0.46.jpg
1625757973319- 结果：0.199985(T).jpg-0.5.jpg
1625757973373- 结果：0.206125(T).jpg-0.63.jpg
1625757973427- 结果：0.206125(T).jpg-0.59.jpg
1625757973482- 结果：0.187525(T).jpg-0.36.jpg
1625757974586- 结果：0.231894(D).jpg-0.37.jpg
1625757974642- 结果：0.21506(T).jpg-0.58.jpg
1625757974697- 结果：0.21506(T).jpg-0.64.jpg
1625757974753- 结果：0.184565(T).jpg-0.65.jpg
1625757974807- 结果：0.299323(T).jpg-0.59.jpg
1625757755292- 结果：0.252276(T).jpg-0.11.jpg
1625757851828- 结果：0.85225(T).jpg-0.06.jpg
1625757873301- 结果：0.8233(D).jpg-0.02.jpg
1625757878819- 结果：0.7115(D).jpg-0.01.jpg
1625757948430- 结果：0.135856(T).jpg-0.01.jpg
1625757971391- 结果：0.246098(T).jpg-0.4.jpg
1625757975788- 结果：0.305324(D).jpg-0.06.jpg
1625757993475- 结果：0.035154(T).jpg-0.06.jpg
1625758007236- 结果：0.934946(T).jpg-0.89.jpg
1625758046836- 结果：0.980464(T).jpg-0.95.jpg
1625758085291- 结果：0.95349(T).jpg-0.97.jpg
1625758125909- 结果：0.970267(T).jpg-0.96.jpg
1625758143436- 结果：0.441962(D).jpg-0.15.jpg
1625754057430- 结果：0.447191(T).jpg-0.24.jpg
1625754057483- 结果：0.532816(T).jpg-0.14.jpg
1625754057536- 结果：0.365215(T).jpg-0.14.jpg
1625754058190- 结果：0.500488(D).jpg-0.36.jpg
1625754058246- 结果：0.514181(T).jpg-0.38.jpg
1625754058299- 结果：0.602377(T).jpg-0.43.jpg
1625754058353- 结果：0.531578(T).jpg-0.4.jpg
1625754058405- 结果：0.626286(T).jpg-0.4.jpg
1625754059326- 结果：0.574095(D).jpg-0.38.jpg
1625754059383- 结果：0.616404(T).jpg-0.32.jpg
1625754059436- 结果：0.554311(T).jpg-0.11.jpg
1625754059490- 结果：0.637069(T).jpg-0.33.jpg
1625754059543- 结果：0.58213(T).jpg-0.33.jpg
1625754061539- 结果：0.525881(D).jpg-0.19.jpg
1625754061598- 结果：0.481939(T).jpg-0.29.jpg
1625754061651- 结果：0.53161(T).jpg-0.26.jpg
1625754061704- 结果：0.53161(T).jpg-0.39.jpg
1625754061758- 结果：0.598114(T).jpg-0.46.jpg
1625754062160- 结果：0.576488(D).jpg-0.28.jpg
1625754062215- 结果：0.683053(T).jpg-0.31.jpg
1625755756089- 结果：0.741157(T).jpg-0.03.jpg
1625755756140- 结果：0.705741(T).jpg-0.07.jpg
1625755774019- 结果：0.162162(D).jpg-0.29.jpg
1625755774076- 结果：0.381762(T).jpg-0.29.jpg
1625755774130- 结果：0.599012(T).jpg-0.48.jpg
1625755774183- 结果：0.599012(T).jpg-0.69.jpg
1625755774240- 结果：0.697918(T).jpg-0.53.jpg
1625755791418- 结果：0.418405(D).jpg-0.04.jpg
1625755791477- 结果：0.042605(T).jpg-0.02.jpg
1625755791532- 结果：0.071622(T).jpg-0.01.jpg
1625755791588- 结果：0.071622(T).jpg-0.0.jpg
1625755791643- 结果：0.073995(T).jpg-0.0.jpg
1625755792134- 结果：0.171195(D).jpg-0.0.jpg
1625755792400- 结果：0.197533(D).jpg-0.0.jpg
1625755792465- 结果：0.150875(T).jpg-0.0.jpg
1625755792519- 结果：0.201946(T).jpg-0.0.jpg
1625755792573- 结果：0.201946(T).jpg-0.0.jpg
1625755792628- 结果：0.131379(T).jpg-0.0.jpg
1625755793475- 结果：0.07618(D).jpg-0.0.jpg
1625755793531- 结果：0.059128(T).jpg-0.0.jpg
1625756148504- 结果：0.883677(T).jpg-0.02.jpg
1625756148561- 结果：0.860655(T).jpg-0.02.jpg
1625756148620- 结果：0.909945(T).jpg-0.01.jpg
1625756150365- 结果：0.891164(D).jpg-0.01.jpg
1625756150424- 结果：0.855001(T).jpg-0.01.jpg
1625756150479- 结果：0.906189(T).jpg-0.0.jpg
1625756150533- 结果：0.941391(T).jpg-0.02.jpg
1625756150780- 结果：0.941391(D).jpg-0.01.jpg
1625756150841- 结果：0.910903(T).jpg-0.0.jpg
1625756150895- 结果：0.885085(T).jpg-0.0.jpg
1625756150949- 结果：0.939865(T).jpg-0.0.jpg
1625756151003- 结果：0.863618(T).jpg-0.01.jpg
1625756151603- 结果：0.888032(D).jpg-0.01.jpg
1625756151659- 结果：0.901042(T).jpg-0.01.jpg
1625756151715- 结果：0.901042(T).jpg-0.0.jpg
1625756151769- 结果：0.896276(T).jpg-0.01.jpg
1625756151823- 结果：0.861037(T).jpg-0.01.jpg
1625756152118- 结果：0.887382(D).jpg-0.05.jpg
1625756162129- 结果：0.800503(D).jpg-1.0.jpg
1625756162181- 结果：0.990164(T).jpg-1.0.jpg
1625756162233- 结果：0.99571(T).jpg-1.0.jpg
1625756162517- 结果：0.997618(D).jpg-0.98.jpg
1625756162573- 结果：0.998494(T).jpg-0.98.jpg
1625757794477- 结果：0.061146(D).jpg-0.03.jpg
1625757794538- 结果：0.01403(T).jpg-0.02.jpg
1625757794592- 结果：0.01004(T).jpg-0.02.jpg
1625757794645- 结果：0.015505(T).jpg-0.04.jpg
1625757794699- 结果：0.015505(T).jpg-0.01.jpg
1625757813218- 结果：0.854837(D).jpg-0.91.jpg
1625757813283- 结果：0.91705(T).jpg-0.93.jpg
1625757813334- 结果：0.983734(T).jpg-0.98.jpg
1625757813386- 结果：0.991102(T).jpg-0.98.jpg
1625757813438- 结果：0.995131(T).jpg-0.98.jpg
1625757832258- 结果：0.340133(D).jpg-0.53.jpg
1625757832315- 结果：0.39707(T).jpg-0.53.jpg
1625757832365- 结果：0.347474(T).jpg-0.35.jpg
1625757832414- 结果：0.347474(T).jpg-0.07.jpg
1625757832466- 结果：0.199896(T).jpg-0.07.jpg
1625757835147- 结果：6.350000000E-4(D).jpg-0.0.jpg
1625757835206- 结果：6.230000000E-4(T).jpg-0.0.jpg
1625757835260- 结果：8.480000000E-4(T).jpg-0.0.jpg
1625757835313- 结果：6.80000000E-4(T).jpg-0.0.jpg
1625757835368- 结果：5.760000000E-4(T).jpg-0.0.jpg
1625757837389- 结果：0.001049(D).jpg-0.0.jpg
1625757837452- 结果：4.850000000E-4(T).jpg-0.0.jpg
1625757837505- 结果：4.460000000E-4(T).jpg-0.0.jpg
1625757837562- 结果：6.920000000E-4(T).jpg-0.0.jpg
1625757837615- 结果：6.920000000E-4(T).jpg-0.0.jpg
1625757851765- 结果：0.91473(D).jpg-0.11.jpg
1625757993527- 结果：0.052648(T).jpg-0.06.jpg
1625757994725- 结果：0.050636(D).jpg-0.06.jpg
1625757994785- 结果：0.051517(T).jpg-0.07.jpg
1625757994837- 结果：0.040485(T).jpg-0.06.jpg
1625757995081- 结果：0.028961(T).jpg-0.07.jpg
1625757995143- 结果：0.040485(D).jpg-0.06.jpg
1625757995423- 结果：0.060394(D).jpg-0.06.jpg
1625757995481- 结果：0.034209(T).jpg-0.07.jpg
1625757995534- 结果：0.054979(T).jpg-0.06.jpg
1625757995591- 结果：0.049658(T).jpg-0.06.jpg
1625757995644- 结果：0.055869(T).jpg-0.08.jpg
1625758007065- 结果：0.603514(D).jpg-0.96.jpg
1625758007123- 结果：0.816091(T).jpg-0.92.jpg
1625758007181- 结果：0.92056(T).jpg-0.92.jpg
1625758978715- 结果：0.934787(D).jpg-0.28.jpg
1625758978768- 结果：0.991559(T).jpg-0.3.jpg
1625758978820- 结果：0.991559(T).jpg-0.31.jpg
1625758978873- 结果：0.990466(T).jpg-0.47.jpg
1625758978925- 结果：0.99722(T).jpg-0.35.jpg
1625758998159- 结果：0.027162(D).jpg-0.78.jpg
1625758998217- 结果：0.265871(T).jpg-0.64.jpg
1625758998266- 结果：0.200639(T).jpg-0.06.jpg
1625758998317- 结果：0.053908(T).jpg-0.02.jpg
