1625742520525- 结果：8.50000000E-5(D).jpg-480 新结果：2.9188898042775690000000E-4.jpg
1625753928989- 结果：0.962329(D).jpg-480 新结果：0.9806885719299316.jpg
1625753929044- 结果：0.9888(T).jpg-480 新结果：0.979570746421814.jpg
1625753929096- 结果：0.982833(T).jpg-480 新结果：0.9576361179351807.jpg
1625753929149- 结果：0.982833(T).jpg-480 新结果：0.975163996219635.jpg
1625753929201- 结果：0.980243(T).jpg-480 新结果：0.9844584465026855.jpg
1625753944256- 结果：0.038591(D).jpg-480 新结果：0.04635607823729515.jpg
1625753944313- 结果：0.051833(T).jpg-480 新结果：0.04635607823729515.jpg
1625753944368- 结果：0.102831(T).jpg-480 新结果：0.10706932097673416.jpg
1625753944420- 结果：0.117665(T).jpg-480 新结果：0.13677871227264404.jpg
1625753944472- 结果：0.117665(T).jpg-480 新结果：0.08345333486795425.jpg
1625753960254- 结果：0.239546(D).jpg-480 新结果：0.08962418138980865.jpg
1625753960306- 结果：0.093897(T).jpg-480 新结果：0.08962418138980865.jpg
1625753960356- 结果：0.054798(T).jpg-480 新结果：0.04749654605984688.jpg
1625753960406- 结果：0.054798(T).jpg-480 新结果：0.05047215521335602.jpg
1625753960457- 结果：0.04727(T).jpg-480 新结果：0.29000088572502136.jpg
1625753976774- 结果：0.028671(D).jpg-480 新结果：0.003077214350923896.jpg
1625753976838- 结果：0.001083(T).jpg-480 新结果：0.0011773487785831094.jpg
1625753976892- 结果：0.00222(T).jpg-480 新结果：0.002391576999798417.jpg
1625753976945- 结果：0.00222(T).jpg-480 新结果：0.001255339477211237.jpg
1625753976999- 结果：0.001111(T).jpg-480 新结果：0.0013004555366933346.jpg
1625754008437- 结果：0.17866(D).jpg-480 新结果：0.05382419377565384.jpg
1625754008824- 结果：0.564764(T).jpg-480 新结果：0.66741943359375.jpg
1625754008878- 结果：0.02796(D).jpg-480 新结果：0.7016010880470276.jpg
1625754008938- 结果：0.714966(T).jpg-480 新结果：0.7873218059539795.jpg
1625754008992- 结果：0.814646(T).jpg-480 新结果：0.8241955041885376.jpg
1625754009045- 结果：0.809042(T).jpg-480 新结果：0.8409287929534912.jpg
1625754009098- 结果：0.862769(T).jpg-480 新结果：0.8409287929534912.jpg
1625754040437- 结果：0.853629(D).jpg-480 新结果：0.4170484244823456.jpg
1625754040494- 结果：0.480638(T).jpg-480 新结果：0.29913395643234253.jpg
1625754040546- 结果：0.354366(T).jpg-480 新结果：0.29913395643234253.jpg
1625754040601- 结果：0.317626(T).jpg-480 新结果：0.2599124312400818.jpg
1625754040654- 结果：0.281348(T).jpg-480 新结果：0.26170966029167175.jpg
1625754056288- 结果：0.783066(D).jpg-480 新结果：0.2336275577545166.jpg
1625754056351- 结果：0.281537(T).jpg-480 新结果：0.2336275577545166.jpg
1625754056405- 结果：0.10096(T).jpg-480 新结果：0.09802176058292389.jpg
1625754056457- 结果：0.153088(T).jpg-480 新结果：0.12546126544475555.jpg
1625754056511- 结果：0.153088(T).jpg-480 新结果：0.13011816143989563.jpg
1625754056976- 结果：0.451378(D).jpg-480 新结果：0.4262765049934387.jpg
1625754057033- 结果：0.433044(T).jpg-480 新结果：0.41972649097442627.jpg
1625754057315- 结果：0.404764(D).jpg-480 新结果：0.3761705458164215.jpg
1625754057374- 结果：0.393143(T).jpg-480 新结果：0.45135974884033203.jpg
1625754057430- 结果：0.447191(T).jpg-480 新结果：0.5244412422180176.jpg
1625754057483- 结果：0.532816(T).jpg-480 新结果：0.39818274974823.jpg
1625754057536- 结果：0.365215(T).jpg-480 新结果：0.39818274974823.jpg
1625754058190- 结果：0.500488(D).jpg-480 新结果：0.5098552703857422.jpg
1625754058246- 结果：0.514181(T).jpg-480 新结果：0.5666661262512207.jpg
1625754058299- 结果：0.602377(T).jpg-480 新结果：0.4973336160182953.jpg
1625754058353- 结果：0.531578(T).jpg-480 新结果：0.591361403465271.jpg
1625754058405- 结果：0.626286(T).jpg-480 新结果：0.591361403465271.jpg
1625754059326- 结果：0.574095(D).jpg-480 新结果：0.5706443786621094.jpg
1625754059383- 结果：0.616404(T).jpg-480 新结果：0.5738656520843506.jpg
1625754059436- 结果：0.554311(T).jpg-480 新结果：0.602226197719574.jpg
1625754059490- 结果：0.637069(T).jpg-480 新结果：0.594895601272583.jpg
1625754059543- 结果：0.58213(T).jpg-480 新结果：0.594895601272583.jpg
1625754061539- 结果：0.525881(D).jpg-480 新结果：0.5458058714866638.jpg
1625754061598- 结果：0.481939(T).jpg-480 新结果：0.46255213022232056.jpg
1625754061651- 结果：0.53161(T).jpg-480 新结果：0.5709985494613647.jpg
1625754061704- 结果：0.53161(T).jpg-480 新结果：0.6264562606811523.jpg
1625754061758- 结果：0.598114(T).jpg-480 新结果：0.5514671206474304.jpg
1625754062160- 结果：0.576488(D).jpg-480 新结果：0.6898680925369263.jpg
1625754062215- 结果：0.683053(T).jpg-480 新结果：0.5678645372390747.jpg
1625754062271- 结果：0.642956(T).jpg-480 新结果：0.5678645372390747.jpg
1625754062324- 结果：0.535203(T).jpg-480 新结果：0.5038354396820068.jpg
1625754062379- 结果：0.535203(T).jpg-480 新结果：0.5490224361419678.jpg
1625754071457- 结果：0.793891(D).jpg-480 新结果：0.3640967607498169.jpg
1625754071505- 结果：0.30288(T).jpg-480 新结果：0.31464883685112.jpg
1625754071552- 结果：0.30288(T).jpg-480 新结果：0.48041051626205444.jpg
1625754071599- 结果：0.507178(T).jpg-480 新结果：0.48041051626205444.jpg
1625754071648- 结果：0.578533(T).jpg-480 新结果：0.5143157243728638.jpg
1625754087851- 结果：0.453335(D).jpg-480 新结果：0.3337366282939911.jpg
1625754087915- 结果：0.283353(T).jpg-480 新结果：0.27379685640335083.jpg
1625754087968- 结果：0.283353(T).jpg-480 新结果：0.2316870242357254.jpg
1625754088021- 结果：0.202964(T).jpg-480 新结果：0.09432276338338852.jpg
1625754088074- 结果：0.098492(T).jpg-480 新结果：0.17996688187122345.jpg
1625754103494- 结果：0.004479(D).jpg-480 新结果：0.40355393290519714.jpg
1625754103547- 结果：0.396824(T).jpg-480 新结果：0.43575847148895264.jpg
1625754103598- 结果：0.423192(T).jpg-480 新结果：0.3184576630592346.jpg
1625754103650- 结果：0.278682(T).jpg-480 新结果：0.3184576630592346.jpg
1625754103701- 结果：0.269151(T).jpg-480 新结果：0.26252996921539307.jpg
1625754135674- 结果：0.105606(T).jpg-480 新结果：0.3410336971282959.jpg
1625754135731- 结果：0.06148(D).jpg-480 新结果：0.11302734166383743.jpg
1625754135784- 结果：0.175138(T).jpg-480 新结果：0.12686164677143097.jpg
1625754135835- 结果：0.109931(T).jpg-480 新结果：0.12686164677143097.jpg
1625754135887- 结果：0.088552(T).jpg-480 新结果：0.08963446319103241.jpg
1625754135941- 结果：0.088552(T).jpg-480 新结果：0.11500272154808044.jpg
1625754150766- 结果：0.379125(D).jpg-480 新结果：0.15236978232860565.jpg
1625754150821- 结果：0.176338(T).jpg-480 新结果：0.16422134637832642.jpg
1625754150872- 结果：0.176338(T).jpg-480 新结果：0.2417357861995697.jpg
1625754150929- 结果：0.249305(T).jpg-480 新结果：0.29426366090774536.jpg
1625754150980- 结果：0.307815(T).jpg-480 新结果：0.33116504549980164.jpg
1625754166821- 结果：0.99134(D).jpg-480 新结果：0.976343035697937.jpg
1625754166875- 结果：0.971034(T).jpg-480 新结果：0.9297975301742554.jpg
1625754166927- 结果：0.971034(T).jpg-480 新结果：0.9808899164199829.jpg
1625754166983- 结果：0.982741(T).jpg-480 新结果：0.9669841527938843.jpg
1625754167035- 结果：0.974632(T).jpg-480 新结果：0.9816478490829468.jpg
1625754183257- 结果：0.004497(T).jpg-480 新结果：0.010370425879955292.jpg
1625754183318- 结果：0.0105(T).jpg-480 新结果：0.008560736663639545.jpg
1625754183581- 结果：0.011511(D).jpg-480 新结果：0.0023613146040588617.jpg
1625754183636- 结果：0.001721(T).jpg-480 新结果：0.0023613146040588617.jpg
1625754183689- 结果：0.00212(T).jpg-480 新结果：0.0028543041553348303.jpg
1625754183743- 结果：0.002118(T).jpg-480 新结果：0.0021938749123364687.jpg
1625754183797- 结果：0.002118(T).jpg-480 新结果：0.006236594170331955.jpg
1625754201742- 结果：0.954692(D).jpg-480 新结果：0.9810658693313599.jpg
1625754201804- 结果：0.990138(T).jpg-480 新结果：0.990647554397583.jpg
1625754201858- 结果：0.990138(T).jpg-480 新结果：0.9794564247131348.jpg
1625754201916- 结果：0.976268(T).jpg-480 新结果：0.9850683808326721.jpg
1625754201970- 结果：0.983518(T).jpg-480 新结果：0.9883705377578735.jpg
1625754216284- 结果：0.667985(D).jpg-480 新结果：0.22702258825302124.jpg
1625754216342- 结果：0.134457(T).jpg-480 新结果：0.1210247203707695.jpg
1625754216396- 结果：0.134457(T).jpg-480 新结果：0.2604534327983856.jpg
1625754216451- 结果：0.210409(T).jpg-480 新结果：0.2837096154689789.jpg
1625754216504- 结果：0.26194(T).jpg-480 新结果：0.3497334122657776.jpg
1625754248650- 结果：0.155942(D).jpg-480 新结果：0.3486385941505432.jpg
1625754248900- 结果：0.390317(T).jpg-480 新结果：0.14693579077720642.jpg
1625754248962- 结果：0.370814(D).jpg-480 新结果：0.11200269311666489.jpg
1625754249017- 结果：0.121641(T).jpg-480 新结果：0.11200269311666489.jpg
1625754249077- 结果：0.281102(T).jpg-480 新结果：0.23539215326309204.jpg
1625754249133- 结果：0.023685(T).jpg-480 新结果：0.028628012165427208.jpg
1625754249186- 结果：0.124488(T).jpg-480 新结果：0.17631641030311584.jpg
1625754280093- 结果：0.499738(D).jpg-480 新结果：0.47791987657546997.jpg
1625754280146- 结果：0.519393(T).jpg-480 新结果：0.5523057579994202.jpg
1625754280194- 结果：0.545374(T).jpg-480 新结果：0.5523057579994202.jpg
1625754280248- 结果：0.423652(T).jpg-480 新结果：0.43091416358947754.jpg
1625754280299- 结果：0.423652(T).jpg-480 新结果：0.38024666905403137.jpg
1625754296047- 结果：0.923067(D).jpg-480 新结果：0.761488676071167.jpg
1625754296097- 结果：0.766822(T).jpg-480 新结果：0.46209096908569336.jpg
1625754296147- 结果：0.395819(T).jpg-480 新结果：0.40733981132507324.jpg
1625754296198- 结果：0.370852(T).jpg-480 新结果：0.5246136784553528.jpg
1625754296250- 结果：0.397987(T).jpg-480 新结果：0.5246136784553528.jpg
1625754312062- 结果：0.9854(D).jpg-480 新结果：0.911346435546875.jpg
1625754312118- 结果：0.926168(T).jpg-480 新结果：0.911346435546875.jpg
1625754312167- 结果：0.551633(T).jpg-480 新结果：0.4861454367637634.jpg
1625754312218- 结果：0.551633(T).jpg-480 新结果：0.5633397698402405.jpg
1625754312269- 结果：0.658228(T).jpg-480 新结果：0.7637537717819214.jpg
1625754344494- 结果：0.936671(D).jpg-480 新结果：0.8194411993026733.jpg
1625754344548- 结果：0.827723(T).jpg-480 新结果：0.8290693759918213.jpg
1625754344602- 结果：0.827723(T).jpg-480 新结果：0.8477332592010498.jpg
1625754344655- 结果：0.813297(T).jpg-480 新结果：0.8260319232940674.jpg
1625754344708- 结果：0.844369(T).jpg-480 新结果：0.8260319232940674.jpg
1625754360913- 结果：0.923088(D).jpg-480 新结果：0.9920580983161926.jpg
1625754360969- 结果：0.993097(T).jpg-480 新结果：0.9920580983161926.jpg
1625754361021- 结果：0.987794(T).jpg-480 新结果：0.9841501712799072.jpg
1625754361074- 结果：0.987794(T).jpg-480 新结果：0.9901734590530396.jpg
1625754361126- 结果：0.991416(T).jpg-480 新结果：0.9889600276947021.jpg
1625754362242- 结果：0.874242(D).jpg-480 新结果：0.927553653717041.jpg
1625754362300- 结果：0.925948(T).jpg-480 新结果：0.927553653717041.jpg
1625754362354- 结果：0.928065(T).jpg-480 新结果：0.9276636838912964.jpg
1625754362406- 结果：0.928065(T).jpg-480 新结果：0.9342714548110962.jpg
1625754362460- 结果：0.939083(T).jpg-480 新结果：0.9375408887863159.jpg
1625754363339- 结果：0.858565(D).jpg-480 新结果：0.9055725336074829.jpg
1625754363397- 结果：0.918061(T).jpg-480 新结果：0.9088027477264404.jpg
1625754363456- 结果：0.909637(T).jpg-480 新结果：0.8750106692314148.jpg
1625754363512- 结果：0.887957(T).jpg-480 新结果：0.907646894454956.jpg
1625754363566- 结果：0.909031(T).jpg-480 新结果：0.907646894454956.jpg
1625754364476- 结果：0.910923(D).jpg-480 新结果：0.8906797766685486.jpg
1625754364542- 结果：0.894054(T).jpg-480 新结果：0.9078078866004944.jpg
1625754364600- 结果：0.893383(T).jpg-480 新结果：0.869879961013794.jpg
1625754364656- 结果：0.912846(T).jpg-480 新结果：0.8481078147888184.jpg
1625754364715- 结果：0.856043(T).jpg-480 新结果：0.8741906881332397.jpg
1625754365621- 结果：0.850898(D).jpg-480 新结果：0.8941200971603394.jpg
1625754365688- 结果：0.881512(T).jpg-480 新结果：0.8774969577789307.jpg
1625754365748- 结果：0.823056(T).jpg-480 新结果：0.8314996957778931.jpg
1625754365805- 结果：0.823056(T).jpg-480 新结果：0.8891626000404358.jpg
1625754365863- 结果：0.861004(T).jpg-480 新结果：0.8921208381652832.jpg
1625754366689- 结果：0.882356(D).jpg-480 新结果：0.8937822580337524.jpg
1625754366746- 结果：0.906802(T).jpg-480 新结果：0.8666325807571411.jpg
1625754366802- 结果：0.906802(T).jpg-480 新结果：0.8441667556762695.jpg
1625754367049- 结果：0.866838(D).jpg-480 新结果：0.8190948963165283.jpg
1625754367104- 结果：0.821488(T).jpg-480 新结果：0.8316908478736877.jpg
1625754367158- 结果：0.815441(T).jpg-480 新结果：0.8316908478736877.jpg
1625754367213- 结果：0.852899(T).jpg-480 新结果：0.8471181392669678.jpg
1625754367267- 结果：0.852899(T).jpg-480 新结果：0.8441024422645569.jpg
1625754377026- 结果：0.71526(D).jpg-480 新结果：0.9363070130348206.jpg
1625754377081- 结果：0.945792(T).jpg-480 新结果：0.9376680850982666.jpg
1625754377133- 结果：0.945792(T).jpg-480 新结果：0.9528018236160278.jpg
1625754377185- 结果：0.958977(T).jpg-480 新结果：0.9433300495147705.jpg
1625754377236- 结果：0.956533(T).jpg-480 新结果：0.9508906602859497.jpg
1625754393116- 结果：0.659953(D).jpg-480 新结果：0.944063663482666.jpg
1625754393178- 结果：0.957367(T).jpg-480 新结果：0.9142125844955444.jpg
1625754393233- 结果：0.903912(T).jpg-480 新结果：0.902935266494751.jpg
1625754393288- 结果：0.897284(T).jpg-480 新结果：0.902935266494751.jpg
1625754393342- 结果：0.957656(T).jpg-480 新结果：0.9691767692565918.jpg
1625754409276- 结果：0.048916(D).jpg-480 新结果：0.2531192898750305.jpg
1625754409330- 结果：0.461806(T).jpg-480 新结果：0.4163171052932739.jpg
1625754409381- 结果：0.461806(T).jpg-480 新结果：0.35674041509628296.jpg
1625754409441- 结果：0.381368(T).jpg-480 新结果：0.4690454304218292.jpg
1625754409494- 结果：0.511415(T).jpg-480 新结果：0.3054659366607666.jpg
1625754426025- 结果：0.912738(D).jpg-480 新结果：0.32255715131759644.jpg
1625754426092- 结果：0.442313(T).jpg-480 新结果：0.35340601205825806.jpg
1625754426146- 结果：0.443994(T).jpg-480 新结果：0.35340601205825806.jpg
1625754426200- 结果：0.400572(T).jpg-480 新结果：0.34114113450050354.jpg
1625754426257- 结果：0.400572(T).jpg-480 新结果：0.5104624032974243.jpg
1625754442151- 结果：0.951596(D).jpg-480 新结果：0.967602550983429.jpg
1625754442207- 结果：0.984803(T).jpg-480 新结果：0.967602550983429.jpg
1625754442264- 结果：0.987945(T).jpg-480 新结果：0.9877134561538696.jpg
1625754442318- 结果：0.987945(T).jpg-480 新结果：0.9843220710754395.jpg
1625754442372- 结果：0.986241(T).jpg-480 新结果：0.9898778200149536.jpg
1625754457829- 结果：0.058788(T).jpg-480 新结果：0.06287552416324615.jpg
1625754457888- 结果：0.05374(T).jpg-480 新结果：0.06336145102977753.jpg
1625754457939- 结果：0.067661(T).jpg-480 新结果：0.06336145102977753.jpg
1625754474571- 结果：0.129543(D).jpg-480 新结果：0.048679523169994354.jpg
1625754474626- 结果：0.080703(T).jpg-480 新结果：0.09708642959594727.jpg
1625754474679- 结果：0.102954(T).jpg-480 新结果：0.08776678144931793.jpg
1625754474732- 结果：0.112091(T).jpg-480 新结果：0.08776678144931793.jpg
1625754474784- 结果：0.066745(T).jpg-480 新结果：0.0676017627120018.jpg
1625754492581- 结果：0.22917(D).jpg-480 新结果：0.4143873155117035.jpg
1625754492638- 结果：0.297153(T).jpg-480 新结果：0.2592906951904297.jpg
1625754492886- 结果：0.297153(D).jpg-480 新结果：0.2591448426246643.jpg
1625754492939- 结果：0.257698(T).jpg-480 新结果：0.2574017345905304.jpg
1625754492992- 结果：0.265418(T).jpg-480 新结果：0.2574017345905304.jpg
1625754493043- 结果：0.296(T).jpg-480 新结果：0.3636166751384735.jpg
1625754493095- 结果：0.296(T).jpg-480 新结果：0.27040794491767883.jpg
1625754493993- 结果：0.214707(D).jpg-480 新结果：0.2614545524120331.jpg
1625754494051- 结果：0.302884(T).jpg-480 新结果：0.29099076986312866.jpg
1625754494102- 结果：0.43442(T).jpg-480 新结果：0.27301228046417236.jpg
1625754494154- 结果：0.43442(T).jpg-480 新结果：0.2288593053817749.jpg
1625754494206- 结果：0.282151(T).jpg-480 新结果：0.2011178582906723.jpg
1625754495047- 结果：0.349186(D).jpg-480 新结果：0.256571501493454.jpg
1625754495111- 结果：0.309148(T).jpg-480 新结果：0.3057030141353607.jpg
1625754495163- 结果：0.309148(T).jpg-480 新结果：0.2461107075214386.jpg
1625754495217- 结果：0.330102(T).jpg-480 新结果：0.24999143183231354.jpg
1625754495271- 结果：0.325728(T).jpg-480 新结果：0.22532285749912262.jpg
1625754496675- 结果：0.285254(D).jpg-480 新结果：0.2613709270954132.jpg
1625754496734- 结果：0.280331(T).jpg-480 新结果：0.2550216019153595.jpg
1625754496789- 结果：0.282958(T).jpg-480 新结果：0.2550216019153595.jpg
1625754496841- 结果：0.289009(T).jpg-480 新结果：0.29081910848617554.jpg
1625754496893- 结果：0.289009(T).jpg-480 新结果：0.29992273449897766.jpg
1625754506822- 结果：0.97769(D).jpg-480 新结果：0.9751466512680054.jpg
1625754506893- 结果：0.971202(T).jpg-480 新结果：0.966877818107605.jpg
1625754506948- 结果：0.969629(T).jpg-480 新结果：0.9622977375984192.jpg
1625754507003- 结果：0.955061(T).jpg-480 新结果：0.9411738514900208.jpg
1625754507057- 结果：0.95545(T).jpg-480 新结果：0.9361792802810669.jpg
1625754523109- 结果：0.927481(D).jpg-480 新结果：0.9925442934036255.jpg
1625754523165- 结果：0.99081(T).jpg-480 新结果：0.9882121086120605.jpg
1625754523217- 结果：0.99081(T).jpg-480 新结果：0.993253231048584.jpg
1625754523275- 结果：0.993067(T).jpg-480 新结果：0.9965901374816895.jpg
1625754523329- 结果：0.996587(T).jpg-480 新结果：0.9929199814796448.jpg
1625754538963- 结果：0.964163(D).jpg-480 新结果：0.5037499666213989.jpg
1625754539015- 结果：0.42028(T).jpg-480 新结果：0.46253281831741333.jpg
1625754539064- 结果：0.42028(T).jpg-480 新结果：0.5288200378417969.jpg
1625754539114- 结果：0.52102(T).jpg-480 新结果：0.9432059526443481.jpg
1625754539164- 结果：0.937762(T).jpg-480 新结果：0.9432059526443481.jpg
1625754540087- 结果：0.938854(D).jpg-480 新结果：0.9364609718322754.jpg
1625754540143- 结果：0.944194(T).jpg-480 新结果：0.693681001663208.jpg
1625754540195- 结果：0.672788(T).jpg-480 新结果：0.6009149551391602.jpg
1625754540246- 结果：0.644303(T).jpg-480 新结果：0.6900694370269775.jpg
1625754540297- 结果：0.659181(T).jpg-480 新结果：0.6900694370269775.jpg
1625754543445- 结果：0.469606(D).jpg-480 新结果：0.46955081820487976.jpg
1625754543508- 结果：0.530734(T).jpg-480 新结果：0.5195955634117126.jpg
1625754543561- 结果：0.555544(T).jpg-480 新结果：0.5387425422668457.jpg
1625754543614- 结果：0.555544(T).jpg-480 新结果：0.47685253620147705.jpg
1625754543667- 结果：0.460208(T).jpg-480 新结果：0.46967655420303345.jpg
1625754545318- 结果：0.479265(D).jpg-480 新结果：0.5716811418533325.jpg
1625754545376- 结果：0.515961(T).jpg-480 新结果：0.5716811418533325.jpg
1625754545430- 结果：0.486565(T).jpg-480 新结果：0.3688385486602783.jpg
1625754545483- 结果：0.430345(T).jpg-480 新结果：0.5283375978469849.jpg
1625754545536- 结果：0.430345(T).jpg-480 新结果：0.4138588011264801.jpg
1625754555093- 结果：0.981812(D).jpg-480 新结果：0.6016843914985657.jpg
1625754555145- 结果：0.624765(T).jpg-480 新结果：0.6510446071624756.jpg
1625754555196- 结果：0.624765(T).jpg-480 新结果：0.7528167963027954.jpg
1625754555248- 结果：0.832815(T).jpg-480 新结果：0.7528167963027954.jpg
1625754555299- 结果：0.793241(T).jpg-480 新结果：0.7718945145606995.jpg
1625754572236- 结果：0.161336(D).jpg-480 新结果：0.09471487998962402.jpg
1625754572295- 结果：0.110775(T).jpg-480 新结果：0.11089637130498886.jpg
1625754572348- 结果：0.036921(T).jpg-480 新结果：0.04481489583849907.jpg
1625754572403- 结果：0.036921(T).jpg-480 新结果：0.04199235141277313.jpg
1625754572456- 结果：0.058332(T).jpg-480 新结果：0.08048548549413681.jpg
1625754621805- 结果：0.353941(D).jpg-480 新结果：0.011946940794587135.jpg
1625754622044- 结果：0.003829(T).jpg-480 新结果：9.2482112813740970000000E-4.jpg
1625754622102- 结果：0.015868(D).jpg-480 新结果：0.004478060640394688.jpg
1625754622155- 结果：0.004282(T).jpg-480 新结果：0.05024265497922897.jpg
1625754622210- 结果：0.04122(T).jpg-480 新结果：0.05024265497922897.jpg
1625754622263- 结果：9.020000000E-4(T).jpg-480 新结果：9.5775758381932970000000E-4.jpg
1625754622318- 结果：9.020000000E-4(T).jpg-480 新结果：0.06668497622013092.jpg
1625754637849- 结果：0.284937(D).jpg-480 新结果：0.040509384125471115.jpg
1625754637903- 结果：0.069088(T).jpg-480 新结果：0.022575989365577698.jpg
1625754637956- 结果：0.029754(T).jpg-480 新结果：0.03989296779036522.jpg
1625754638009- 结果：0.043685(T).jpg-480 新结果：0.03989296779036522.jpg
1625754638063- 结果：0.048114(T).jpg-480 新结果：0.047903649508953094.jpg
1625754653716- 结果：0.724741(D).jpg-480 新结果：0.7846153974533081.jpg
1625754653769- 结果：0.74052(T).jpg-480 新结果：0.7950603365898132.jpg
1625754653820- 结果：0.790345(T).jpg-480 新结果：0.877663254737854.jpg
1625754653870- 结果：0.84479(T).jpg-480 新结果：0.8307265639305115.jpg
1625754653923- 结果：0.888897(T).jpg-480 新结果：0.8307265639305115.jpg
1625754672000- 结果：0.442632(D).jpg-480 新结果：0.2651406526565552.jpg
1625754672058- 结果：0.292481(T).jpg-480 新结果：0.4157719314098358.jpg
1625754672113- 结果：0.353042(T).jpg-480 新结果：0.3620283603668213.jpg
1625754672165- 结果：0.353042(T).jpg-480 新结果：0.21989567577838898.jpg
1625754672218- 结果：0.192966(T).jpg-480 新结果：0.3418898284435272.jpg
1625754687017- 结果：0.174642(T).jpg-480 新结果：0.16768358647823334.jpg
1625754687075- 结果：0.197122(T).jpg-480 新结果：0.14836299419403076.jpg
1625754687363- 结果：0.142596(D).jpg-480 新结果：0.0286615751683712.jpg
1625754687418- 结果：0.043577(T).jpg-480 新结果：0.02345230057835579.jpg
1625754687471- 结果：0.030119(T).jpg-480 新结果：0.03841803967952728.jpg
1625754687524- 结果：0.027231(T).jpg-480 新结果：0.03841803967952728.jpg
1625754687577- 结果：0.032375(T).jpg-480 新结果：0.023859329521656036.jpg
1625754703751- 结果：0.595409(D).jpg-480 新结果：0.6495665907859802.jpg
1625754703806- 结果：0.686801(T).jpg-480 新结果：0.7118937373161316.jpg
1625754703860- 结果：0.754395(T).jpg-480 新结果：0.6587652564048767.jpg
1625754703918- 结果：0.709181(T).jpg-480 新结果：0.6587652564048767.jpg
1625754703971- 结果：0.677269(T).jpg-480 新结果：0.6941244602203369.jpg
1625754719915- 结果：0.633329(D).jpg-480 新结果：0.9182138442993164.jpg
1625754719974- 结果：0.812476(T).jpg-480 新结果：0.8559879660606384.jpg
1625754720028- 结果：0.827731(T).jpg-480 新结果：0.8650439977645874.jpg
1625754720080- 结果：0.88379(T).jpg-480 新结果：0.9101478457450867.jpg
1625754720133- 结果：0.88379(T).jpg-480 新结果：0.864208459854126.jpg
1625754736759- 结果：0.416804(D).jpg-480 新结果：0.6083008646965027.jpg
1625754736814- 结果：0.499177(T).jpg-480 新结果：0.5103079676628113.jpg
1625754736865- 结果：0.499177(T).jpg-480 新结果：0.5144860744476318.jpg
1625754736915- 结果：0.500574(T).jpg-480 新结果：0.42806777358055115.jpg
1625754736966- 结果：0.4007(T).jpg-480 新结果：0.42806777358055115.jpg
1625754752615- 结果：0.818563(D).jpg-480 新结果：0.959553599357605.jpg
1625754752670- 结果：0.970553(T).jpg-480 新结果：0.9821696281433105.jpg
1625754752724- 结果：0.981429(T).jpg-480 新结果：0.9413946866989136.jpg
1625754752776- 结果：0.982879(T).jpg-480 新结果：0.9909826517105103.jpg
1625754752829- 结果：0.988004(T).jpg-480 新结果：0.9909826517105103.jpg
1625754768960- 结果：0.863232(D).jpg-480 新结果：0.6108118295669556.jpg
1625754769017- 结果：0.420592(T).jpg-480 新结果：0.2237875759601593.jpg
1625754769070- 结果：0.420592(T).jpg-480 新结果：0.23521652817726135.jpg
1625754769122- 结果：0.47412(T).jpg-480 新结果：0.23444847762584686.jpg
1625754769174- 结果：0.284664(T).jpg-480 新结果：0.29232192039489746.jpg
1625754802434- 结果：0.559026(D).jpg-480 新结果：0.8526865839958191.jpg
1625754802487- 结果：0.846988(T).jpg-480 新结果：0.8853857517242432.jpg
1625754802539- 结果：0.872188(T).jpg-480 新结果：0.8853857517242432.jpg
1625754802591- 结果：0.872188(T).jpg-480 新结果：0.9393675327301025.jpg
1625754802644- 结果：0.950851(T).jpg-480 新结果：0.934554934501648.jpg
1625754835320- 结果：0.935227(D).jpg-480 新结果：0.9774854779243469.jpg
1625754835380- 结果：0.976765(T).jpg-480 新结果：0.9488123059272766.jpg
1625754835434- 结果：0.958499(T).jpg-480 新结果：0.9383314847946167.jpg
1625754835488- 结果：0.944511(T).jpg-480 新结果：0.9775689840316772.jpg
1625754835542- 结果：0.9466(T).jpg-480 新结果：0.9775689840316772.jpg
1625754851921- 结果：0.487586(D).jpg-480 新结果：0.6089299321174622.jpg
1625754851979- 结果：0.649816(T).jpg-480 新结果：0.6423107981681824.jpg
1625754852032- 结果：0.649816(T).jpg-480 新结果：0.6779752969741821.jpg
1625754852085- 结果：0.758516(T).jpg-480 新结果：0.7306019067764282.jpg
1625754852141- 结果：0.723553(T).jpg-480 新结果：0.7199047803878784.jpg
1625754868386- 结果：0.483332(D).jpg-480 新结果：0.1409066766500473.jpg
1625754868439- 结果：0.084158(T).jpg-480 新结果：0.06624206900596619.jpg
1625754868489- 结果：0.084158(T).jpg-480 新结果：0.09629715979099274.jpg
1625754868542- 结果：0.122434(T).jpg-480 新结果：0.2160138636827469.jpg
1625754868593- 结果：0.251014(T).jpg-480 新结果：0.2160138636827469.jpg
1625754884671- 结果：0.22479(D).jpg-480 新结果：0.06716915965080261.jpg
1625754884731- 结果：0.084281(T).jpg-480 新结果：0.0952405333518982.jpg
1625754884781- 结果：0.107078(T).jpg-480 新结果：0.0952405333518982.jpg
1625754884833- 结果：0.154316(T).jpg-480 新结果：0.13993887603282928.jpg
1625754884884- 结果：0.154316(T).jpg-480 新结果：0.08977607637643814.jpg
1625754901928- 结果：0.981207(D).jpg-480 新结果：0.7111456394195557.jpg
1625754901989- 结果：0.793282(T).jpg-480 新结果：0.828008770942688.jpg
1625754902046- 结果：0.861331(T).jpg-480 新结果：0.828008770942688.jpg
